ind,date,time,temp,hum,wind,condition
2036,11/19/2022,6:20 PM,72,57,29,Sandstorm / Windy
2037,11/19/2022,6:50 PM,70,60,28,Sand / Windy
2038,11/19/2022,7:00 PM,70,64,26,Sandstorm / Windy
2039,11/19/2022,9:00 PM,66,83,16,Partly Cloudy
2040,11/19/2022,10:00 PM,66,83,16,Fair
2041,11/19/2022,11:00 PM,64,100,15,Fair
442,11/20/2022,12:00 AM,64.0,100.0,15.0,Fair
443,11/20/2022,1:00 AM,64.0,100.0,18.0,Fair
444,11/20/2022,2:00 AM,64.0,100.0,21.0,Fair / Windy
445,11/20/2022,3:00 AM,64.0,100.0,23.0,Fair / Windy
446,11/20/2022,4:00 AM,64.0,100.0,22.0,Fair / Windy
447,11/20/2022,5:00 AM,64.0,100.0,17.0,Fair
448,11/20/2022,6:00 AM,63.0,100.0,14.0,Fair
449,11/20/2022,7:00 AM,63.0,100.0,13.0,Fair
450,11/20/2022,8:00 AM,63.0,100.0,14.0,Fair
451,11/20/2022,9:00 AM,63.0,100.0,8.0,Fair
452,11/20/2022,10:00 AM,66.0,100.0,10.0,Fair
453,11/20/2022,11:00 AM,70.0,73.0,28.0,Fair / Windy
454,11/20/2022,12:00 PM,73.0,61.0,23.0,Fair / Windy
455,11/20/2022,1:00 PM,75.0,53.0,23.0,Fair / Windy
456,11/20/2022,2:00 PM,77.0,50.0,21.0,Fair / Windy
457,11/20/2022,3:00 PM,77.0,47.0,18.0,Fair
458,11/20/2022,4:00 PM,79.0,44.0,17.0,Fair
459,11/20/2022,5:00 PM,77.0,47.0,17.0,Fair
460,11/20/2022,6:00 PM,75.0,53.0,18.0,Fair
461,11/20/2022,8:00 PM,68.0,78.0,15.0,Fair
462,11/20/2022,9:00 PM,66.0,100.0,15.0,Fair
463,11/20/2022,10:00 PM,64.0,100.0,18.0,Fair
464,11/20/2022,11:00 PM,64.0,100.0,20.0,Fair
2042,11/21/2022,12:00 AM,64,100,17,Fair
2043,11/21/2022,1:00 AM,63,100,14,Fair
2044,11/21/2022,2:00 AM,63,100,12,Fair
2045,11/21/2022,3:00 AM,61,100,8,Fair
2046,11/21/2022,4:00 AM,61,100,7,Fair
2047,11/21/2022,5:00 AM,61,100,12,Mostly Cloudy
2048,11/21/2022,6:00 AM,61,100,13,Fog
2049,11/21/2022,7:00 AM,63,100,13,Fog
2050,11/21/2022,8:00 AM,63,100,18,Fog
2051,11/21/2022,8:35 AM,63,100,16,Fog
2052,11/21/2022,9:00 AM,63,100,17,Cloudy
2053,11/21/2022,9:35 AM,63,100,16,Fog
2054,11/21/2022,10:00 AM,66,100,21,Mostly Cloudy / Windy
2055,11/21/2022,11:00 AM,70,100,18,Partly Cloudy
2056,11/21/2022,12:00 PM,73,100,18,Fair
2057,11/21/2022,1:00 PM,75,61,20,Fair
2058,11/21/2022,2:00 PM,79,47,16,Fair
2059,11/21/2022,3:00 PM,82,39,14,Fair
2060,11/21/2022,4:00 PM,82,39,17,Fair
2061,11/21/2022,5:00 PM,81,42,17,Fair
2062,11/21/2022,6:00 PM,79,47,16,Fair
2063,11/21/2022,7:00 PM,72,64,21,Fair / Windy
2064,11/21/2022,8:00 PM,68,94,21,Fair / Windy
2065,11/21/2022,9:00 PM,66,100,22,Fair / Windy
2066,11/21/2022,10:00 PM,66,100,22,Fair / Windy
2067,11/21/2022,11:00 PM,64,100,22,Fair / Windy
2068,11/22/2022,12:00 AM,64,100,20,Fair
2069,11/22/2022,1:00 AM,63,100,20,Fair
2070,11/22/2022,2:00 AM,63,100,21,Fair / Windy
2071,11/22/2022,3:00 AM,63,100,17,Fair
2072,11/22/2022,4:00 AM,61,100,13,Fair
2073,11/22/2022,5:00 AM,61,100,10,Fair
2074,11/22/2022,6:00 AM,61,100,9,Fair
2075,11/22/2022,6:15 AM,61,100,8,Fog
2076,11/22/2022,6:35 AM,61,100,12,Fog
2077,11/22/2022,7:00 AM,61,100,15,Fog
2078,11/22/2022,8:00 AM,61,100,9,Fog
2079,11/22/2022,9:00 AM,61,100,9,Fog
2080,11/22/2022,10:00 AM,61,100,9,Fog
2081,11/22/2022,10:10 AM,61,100,9,Fog
2082,11/22/2022,10:20 AM,63,100,10,Mostly Cloudy
2083,11/22/2022,10:45 AM,66,100,9,Partly Cloudy
2084,11/22/2022,11:00 AM,66,100,12,Fair
2085,11/22/2022,1:00 PM,73,73,15,Fair
2086,11/22/2022,2:00 PM,75,61,13,Fair
2087,11/22/2022,3:00 PM,77,54,14,Fair
2088,11/22/2022,4:00 PM,77,50,15,Fair
2089,11/22/2022,5:00 PM,77,50,16,Fair
2090,11/22/2022,6:00 PM,73,61,21,Fair / Windy
2091,11/22/2022,7:00 PM,70,73,22,Fair / Windy
2092,11/22/2022,8:00 PM,68,83,20,Fair
2093,11/22/2022,9:00 PM,66,100,17,Fair
2094,11/22/2022,10:00 PM,66,100,14,Fair
2095,11/22/2022,11:00 PM,64,100,12,Fair
2096,11/23/2022,12:00 AM,64,100,13,Fair
2097,11/23/2022,1:00 AM,61,100,6,Fair
2098,11/23/2022,2:00 AM,63,100,9,Fair
2099,11/23/2022,3:00 AM,61,100,3,Fair
2100,11/23/2022,4:00 AM,61,100,2,Partly Cloudy
2101,11/23/2022,5:00 AM,61,100,7,Partly Cloudy
2102,11/23/2022,6:00 AM,59,100,2,Partly Cloudy
2103,11/23/2022,7:00 AM,59,100,2,Partly Cloudy
2104,11/23/2022,8:00 AM,57,100,5,Partly Cloudy
2105,11/23/2022,8:08 AM,57,100,5,Partly Cloudy
2106,11/23/2022,9:00 AM,59,100,2,Mostly Cloudy
2107,11/23/2022,10:00 AM,63,100,1,Mostly Cloudy
2108,11/23/2022,11:00 AM,68,100,8,Mostly Cloudy
2109,11/23/2022,12:00 PM,72,100,10,Mostly Cloudy
2110,11/23/2022,1:00 PM,75,65,12,Mostly Cloudy
2111,11/23/2022,2:00 PM,77,57,15,Partly Cloudy
2112,11/23/2022,3:00 PM,77,50,15,Partly Cloudy
2113,11/23/2022,4:00 PM,77,54,15,Mostly Cloudy
2114,11/23/2022,5:00 PM,75,57,15,Mostly Cloudy
2115,11/23/2022,6:00 PM,73,61,16,Fair
2116,11/23/2022,7:00 PM,72,64,16,Fair
2117,11/23/2022,8:00 PM,70,73,13,Fair
2118,11/23/2022,9:00 PM,68,78,12,Fair
2119,11/23/2022,10:00 PM,66,88,10,Fair
2120,11/23/2022,11:00 PM,66,100,8,Fair
2121,11/24/2022,12:00 AM,64,100,8,Fair
2122,11/24/2022,1:00 AM,63,100,7,Fair
2123,11/24/2022,2:00 AM,63,100,6,Fair
2124,11/24/2022,3:00 AM,63,100,6,Fair
2125,11/24/2022,4:00 AM,63,100,8,Fair
2126,11/24/2022,5:00 AM,63,100,7,Fair
2127,11/24/2022,6:00 AM,61,100,7,Fair
2128,11/24/2022,7:00 AM,61,100,8,Fair
2129,11/24/2022,8:00 AM,61,100,9,Fair
2130,11/24/2022,9:00 AM,61,100,7,Fair
2131,11/24/2022,10:00 AM,63,100,9,Partly Cloudy
2132,11/24/2022,10:16 AM,63,100,9,Fog
2133,11/24/2022,11:00 AM,64,100,7,Partly Cloudy
2134,11/24/2022,12:00 PM,70,100,5,Partly Cloudy
2135,11/24/2022,1:00 PM,75,50,5,Fair
2136,11/24/2022,2:00 PM,81,28,6,Fair
2137,11/24/2022,3:00 PM,82,17,3,Partly Cloudy
2138,11/24/2022,4:00 PM,81,37,14,Partly Cloudy
2139,11/24/2022,5:00 PM,81,37,12,Partly Cloudy
2140,11/24/2022,6:00 PM,79,39,10,Fair
2141,11/24/2022,7:00 PM,72,69,12,Fair
2142,11/24/2022,8:00 PM,68,88,10,Fair
2143,11/24/2022,9:00 PM,68,78,10,Fair
2144,11/24/2022,10:00 PM,66,100,12,Fair
2145,11/24/2022,11:00 PM,64,100,12,Fair
2146,11/25/2022,12:00 AM,63,100,5,Fair
2147,11/25/2022,1:00 AM,63,100,9,Fair
2148,11/25/2022,2:00 AM,63,100,14,Mostly Cloudy
2149,11/25/2022,3:00 AM,63,100,9,Partly Cloudy
2150,11/25/2022,4:00 AM,61,100,14,Fog
2151,11/25/2022,5:00 AM,61,100,15,Fog
2152,11/25/2022,6:00 AM,61,100,14,Fog
2153,11/25/2022,7:00 AM,63,100,13,Fog
2154,11/25/2022,8:00 AM,61,100,16,Fog
2155,11/25/2022,9:00 AM,63,100,15,Mostly Cloudy
2156,11/25/2022,10:00 AM,64,100,14,Mostly Cloudy
2157,11/25/2022,10:35 AM,66,100,15,Fair
2158,11/25/2022,11:00 AM,68,100,14,Fair
2159,11/25/2022,12:00 PM,72,73,15,Fair
2160,11/25/2022,1:00 PM,77,47,12,Fair
2161,11/25/2022,2:00 PM,79,39,12,Fair
2162,11/25/2022,3:00 PM,82,25,9,Fair
2163,11/25/2022,4:00 PM,84,20,9,Fair
2164,11/25/2022,5:00 PM,86,17,9,Fair
2165,11/25/2022,6:00 PM,79,54,17,Fair
2166,11/25/2022,7:00 PM,72,88,15,Fair
2167,11/25/2022,8:00 PM,70,100,15,Fair
2168,11/25/2022,9:00 PM,68,100,17,Fair
2169,11/25/2022,10:00 PM,63,100,20,Mostly Cloudy
2170,11/25/2022,11:00 PM,64,100,16,Mostly Cloudy
2171,11/26/2022,12:00 AM,64,100,15,Mostly Cloudy
2172,11/26/2022,1:00 AM,64,100,18,Mostly Cloudy
2173,11/26/2022,1:42 AM,59,100,12,Fog
2174,11/26/2022,2:00 AM,63,100,12,Mostly Cloudy
2175,11/26/2022,3:00 AM,63,100,13,Fog
2176,11/26/2022,4:00 AM,61,100,12,Fog
2177,11/26/2022,5:00 AM,61,100,9,Fog
2178,11/26/2022,6:00 AM,59,100,10,Fog
2179,11/26/2022,7:00 AM,59,100,6,Fog
2180,11/26/2022,8:00 AM,57,100,8,Fog
2181,11/26/2022,9:00 AM,57,100,8,Fog
2182,11/26/2022,10:00 AM,57,100,9,Fog
2183,11/26/2022,10:15 AM,59,100,9,Mostly Cloudy
2184,11/26/2022,11:00 AM,64,100,10,Fair
2185,11/26/2022,12:00 PM,72,53,9,Fair
2186,11/26/2022,1:00 PM,77,36,10,Fair
2187,11/26/2022,2:00 PM,81,28,10,Fair
2188,11/26/2022,3:00 PM,84,27,9,Fair
2189,11/26/2022,4:00 PM,86,22,9,Fair
2190,11/26/2022,5:00 PM,86,22,14,Fair
2191,11/26/2022,6:00 PM,82,28,16,Fair
2192,11/26/2022,7:00 PM,77,36,15,Fair
2193,11/26/2022,8:00 PM,73,50,13,Fair
2194,11/26/2022,9:00 PM,68,100,13,Fair
2195,11/26/2022,10:00 PM,66,100,14,Fair
2196,11/26/2022,10:15 PM,66,100,15,Mostly Cloudy
2197,11/26/2022,11:00 PM,64,100,17,Mostly Cloudy
2198,11/27/2022,12:00 AM,64,100,17,Mostly Cloudy
2199,11/27/2022,1:00 AM,63,100,17,Fair
2200,11/27/2022,2:00 AM,63,100,8,Mostly Cloudy
2201,11/27/2022,3:00 AM,63,100,5,Mostly Cloudy
2202,11/27/2022,4:00 AM,61,100,6,Mostly Cloudy
2203,11/27/2022,5:00 AM,63,100,15,Mostly Cloudy
2204,11/27/2022,6:00 AM,61,100,13,Fog
2205,11/27/2022,7:00 AM,59,100,10,Fog
2206,11/27/2022,7:30 AM,59,100,10,Partly Cloudy
2207,11/27/2022,8:00 AM,59,100,10,Fog
2208,11/27/2022,9:00 AM,59,100,5,Fog
2209,11/27/2022,9:16 AM,59,100,5,Fog
2210,11/27/2022,9:40 AM,61,100,14,Fair
2211,11/27/2022,10:00 AM,63,100,16,Fair
2212,11/27/2022,11:00 AM,68,100,15,Fair
2213,11/27/2022,12:00 PM,73,53,15,Fair
2214,11/27/2022,1:00 PM,77,50,12,Fair
2215,11/27/2022,2:00 PM,81,39,13,Fair
2216,11/27/2022,3:00 PM,84,30,15,Fair
2217,11/27/2022,4:00 PM,84,33,16,Fair
2218,11/27/2022,5:00 PM,84,30,16,Fair
2219,11/27/2022,6:00 PM,79,47,22,Fair / Windy
2220,11/27/2022,7:00 PM,73,73,22,Fair / Windy
2221,11/27/2022,8:00 PM,72,78,20,Fair
2222,11/27/2022,9:00 PM,68,100,17,Fair
2223,11/27/2022,10:00 PM,66,100,20,Fair
2224,11/27/2022,11:00 PM,66,100,20,Fair
2225,11/28/2022,12:00 AM,64,100,16,Fair
2226,11/28/2022,1:00 AM,63,100,13,Fair
2227,11/28/2022,2:00 AM,64,100,15,Fair
2228,11/28/2022,3:00 AM,61,100,16,Fog
2229,11/28/2022,5:00 AM,61,100,23,Fog / Windy
2230,11/28/2022,6:00 AM,63,100,196,Partly Cloudy / Windy
2231,11/28/2022,6:30 AM,63,100,20,Mostly Cloudy
2232,11/28/2022,7:00 AM,63,100,18,Partly Cloudy
2233,11/28/2022,8:00 AM,61,100,16,Partly Cloudy
2234,11/28/2022,9:00 AM,63,100,15,Fair
2235,11/28/2022,9:38 AM,63,100,14,Fog
2236,11/28/2022,10:00 AM,63,100,14,Fog
2237,11/28/2022,10:12 AM,63,100,14,Fog
2238,11/28/2022,10:28 AM,64,100,15,Mostly Cloudy
2239,11/28/2022,11:00 AM,64,100,17,Mostly Cloudy
2240,11/28/2022,12:00 PM,70,100,17,Partly Cloudy
2241,11/28/2022,1:00 PM,73,69,17,Fair
2242,11/28/2022,2:00 PM,75,57,8,Fair
2243,11/28/2022,3:00 PM,79,42,10,Fair
2244,11/28/2022,4:00 PM,81,32,10,Fair
2245,11/28/2022,5:00 PM,81,32,10,Fair
2246,11/28/2022,6:00 PM,81,32,12,Fair
2247,11/28/2022,7:00 PM,73,69,15,Fair
2248,11/28/2022,8:00 PM,68,100,15,Fair
2249,11/28/2022,9:00 PM,66,100,18,Fair
2250,11/28/2022,10:00 PM,64,100,17,Fair
2251,11/28/2022,11:00 PM,64,100,13,Partly Cloudy
657,11/29/2022,12:00 AM,64.0,100.0,23.0,Mostly Cloudy / Windy
658,11/29/2022,1:00 AM,63.0,100.0,23.0,Partly Cloudy / Windy
659,11/29/2022,2:00 AM,63.0,100.0,22.0,Partly Cloudy / Windy
660,11/29/2022,3:00 AM,63.0,100.0,15.0,Mostly Cloudy
661,11/29/2022,4:00 AM,63.0,100.0,16.0,Mostly Cloudy
662,11/29/2022,5:00 AM,63.0,100.0,23.0,Fair / Windy
663,11/29/2022,6:00 AM,63.0,100.0,20.0,Fair
664,11/29/2022,7:00 AM,63.0,100.0,15.0,Cloudy
665,11/29/2022,8:00 AM,64.0,100.0,9.0,Fair
666,11/29/2022,9:00 AM,64.0,100.0,14.0,Mostly Cloudy
667,11/29/2022,10:00 AM,64.0,100.0,15.0,Mostly Cloudy
668,11/29/2022,11:00 AM,68.0,100.0,14.0,Partly Cloudy
669,11/29/2022,12:00 PM,70.0,94.0,13.0,Fair
670,11/29/2022,1:00 PM,73.0,69.0,14.0,Fair
671,11/29/2022,2:00 PM,75.0,57.0,12.0,Fair
672,11/29/2022,3:00 PM,75.0,53.0,9.0,Fair
673,11/29/2022,4:00 PM,75.0,50.0,10.0,Fair
674,11/29/2022,5:00 PM,75.0,50.0,14.0,Fair
675,11/29/2022,6:00 PM,70.0,73.0,17.0,Fair
676,11/29/2022,7:00 PM,68.0,78.0,18.0,Fair
677,11/29/2022,8:00 PM,66.0,94.0,15.0,Fair
678,11/29/2022,9:00 PM,64.0,100.0,15.0,Fair
679,11/29/2022,10:00 PM,63.0,100.0,14.0,Fair
680,11/29/2022,11:00 PM,63.0,100.0,12.0,Fair
681,11/30/2022,12:00 AM,63.0,100.0,10.0,Fair
682,11/30/2022,1:00 AM,61.0,100.0,12.0,Fair
683,11/30/2022,2:00 AM,59.0,100.0,9.0,Fog
684,11/30/2022,3:00 AM,59.0,100.0,10.0,Fog
685,11/30/2022,4:00 AM,59.0,100.0,8.0,Fog
686,11/30/2022,5:00 AM,59.0,100.0,7.0,Fog
687,11/30/2022,6:00 AM,59.0,100.0,8.0,Fog
688,11/30/2022,7:00 AM,59.0,100.0,8.0,Fog
689,11/30/2022,7:50 AM,57.0,100.0,6.0,Fair
690,11/30/2022,8:00 AM,57.0,100.0,7.0,Fair
691,11/30/2022,9:00 AM,59.0,100.0,7.0,Fair
692,11/30/2022,10:00 AM,61.0,100.0,8.0,Fair
693,11/30/2022,11:00 AM,64.0,100.0,10.0,Fair
694,11/30/2022,12:00 PM,68.0,94.0,14.0,Fair
695,11/30/2022,1:00 PM,72.0,57.0,10.0,Fair
696,11/30/2022,2:00 PM,73.0,50.0,9.0,Fair
697,11/30/2022,3:00 PM,75.0,44.0,7.0,Fair
698,11/30/2022,4:00 PM,79.0,30.0,8.0,Fair
699,11/30/2022,5:00 PM,75.0,53.0,17.0,Fair
700,11/30/2022,6:00 PM,72.0,64.0,16.0,Fair
701,11/30/2022,7:00 PM,70.0,68.0,16.0,Fair
702,11/30/2022,8:00 PM,66.0,83.0,16.0,Fair
703,11/30/2022,9:00 PM,64.0,94.0,13.0,Fair
704,11/30/2022,10:00 PM,64.0,100.0,13.0,Fair
